Location,Order #,Sent Date,Menu Item,Menu Group,Menu,Sales Category,Net Price,Qty,Void?
Los Gatos,56,4/13/24 7:23 PM,DD Eggplant Parm,DOORDASH,FOOD,Food,29.00,1.0,false
Los Gatos,57,4/13/24 7:25 PM,BTL Fornaci Gavi,White,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,57,4/13/24 7:25 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,57,4/13/24 7:26 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,57,4/13/24 7:26 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,25.00,1.0,false
Los Gatos,54,4/13/24 7:29 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,47,4/13/24 7:30 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,19.00,1.0,false
Los Gatos,47,4/13/24 7:30 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,58,4/13/24 7:33 PM,BTL Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,20.00,1.0,false
Los Gatos,58,4/13/24 7:36 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,59,4/13/24 7:40 PM,Funghi,CROSTINI,FOOD,Food,12.00,1.0,false
Los Gatos,59,4/13/24 7:40 PM,Bolzano,CROSTINI,FOOD,Food,12.00,1.0,false
Los Gatos,59,4/13/24 7:44 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,59,4/13/24 7:44 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,59,4/13/24 7:44 PM,Grilled Cheese,,,Food,10.00,1.0,false
Los Gatos,59,4/13/24 7:44 PM,BTL Conti Zecca Liranu,Red,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,58,4/13/24 7:52 PM,Mista,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,58,4/13/24 7:52 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,54,4/13/24 7:57 PM,GLS Lloyd Chardonnay,White,BTG WINE,Wine on Premise,25.00,1.0,false
Los Gatos,54,4/13/24 7:57 PM,Tiramisu,DOLCI,FOOD,Food,14.00,1.0,false
Los Gatos,58,4/13/24 8:08 PM,GLS LCN Nebbiolo,Red,BTG WINE,Wine on Premise,32.00,2.0,false
Los Gatos,59,4/13/24 8:20 PM,Truffolina,FORMAGGI,FOOD,Food,6.00,1.0,false
Los Gatos,59,4/13/24 8:20 PM,Elk Berkshire Pork Salami,SALUMI,FOOD,Food,8.00,1.0,false
Los Gatos,59,4/13/24 8:20 PM,Wild Boar Salami,SALUMI,FOOD,Food,9.00,1.0,false
Los Gatos,59,4/13/24 8:42 PM,Cannoli,DOLCI,FOOD,Food,15.00,1.0,false
Los Gatos,59,4/13/24 8:42 PM,Sfogliatelle,DOLCI,FOOD,Food,10.00,1.0,false
Los Gatos,59,4/13/24 8:57 PM,GLS Brady Cab,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,59,4/13/24 9:10 PM,Coke,N/A Beverages,BEVERAGES,NA Beverage,4.00,1.0,false
Los Gatos,59,4/13/24 9:10 PM,GALV Organic Lemon Soda,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,1,4/14/24 11:59 AM,Italian Benedict,Brunch,FOOD,Food,30.00,2.0,false
Los Gatos,1,4/14/24 11:59 AM,Mimosa Vivace,Brunch,BTG WINE,Wine on Premise,28.00,2.0,false
Los Gatos,2,4/14/24 12:33 PM,Small French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,2,4/14/24 12:33 PM,GALV Organic Lemon Soda,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,2,4/14/24 12:33 PM,Pomm Galv,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,2,4/14/24 12:33 PM,Hot Tea,N/A Beverages,BEVERAGES,NA Beverage,8.00,2.0,false
Los Gatos,2,4/14/24 12:33 PM,Asparagus & Fontina Frittata,Brunch,FOOD,Food,40.00,2.0,false
Los Gatos,2,4/14/24 12:33 PM,Italian Benedict,Brunch,FOOD,Food,15.00,1.0,false
Los Gatos,2,4/14/24 12:33 PM,Pork and Porcini Frittata,Brunch,FOOD,Food,15.00,1.0,false
Los Gatos,2,4/14/24 12:33 PM,Sfogliatelle,DOLCI,FOOD,Food,10.00,1.0,false
Los Gatos,2,4/14/24 12:33 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,4.00,1.0,false
Los Gatos,2,4/14/24 12:33 PM,Tiramisu,DOLCI,FOOD,Food,14.00,1.0,false
Los Gatos,3,4/14/24 1:07 PM,Pork and Porcini Frittata,Brunch,FOOD,Food,15.00,1.0,false
Los Gatos,3,4/14/24 1:07 PM,Smoked Salmon & Mascarpone Frittata,Brunch,FOOD,Food,14.00,1.0,false
Los Gatos,3,4/14/24 1:07 PM,Italian Benedict,Brunch,FOOD,Food,30.00,2.0,false
Los Gatos,3,4/14/24 1:07 PM,Classic Mimosa,Brunch,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,4,4/14/24 1:30 PM,Asparagus & Fontina Frittata,Brunch,FOOD,Food,20.00,1.0,false
Los Gatos,4,4/14/24 1:30 PM,Italian Benedict,Brunch,FOOD,Food,42.00,2.0,false
Los Gatos,4,4/14/24 1:30 PM,Pork and Porcini Frittata,Brunch,FOOD,Food,15.00,1.0,false
Los Gatos,4,4/14/24 1:30 PM,Chicken Breast With Asaragus,,,Food,18.00,1.0,false
Los Gatos,5,4/14/24 1:42 PM,BTL Castellari Bergaglio Fornaci Gavi 19,White,WINE,Wine on Premise,44.00,1.0,false
Los Gatos,5,4/14/24 1:42 PM,Asparagus & Fontina Frittata,Brunch,FOOD,Food,40.00,2.0,false
Los Gatos,5,4/14/24 1:42 PM,Smoked Salmon & Mascarpone Frittata,Brunch,FOOD,Food,28.00,2.0,false
Los Gatos,5,4/14/24 1:42 PM,Large French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,10.00,1.0,false
Los Gatos,3,4/14/24 1:43 PM,Original Pattern 'Eye of the Beholder' West Coast IPA,Beer,BEVERAGES,Bottled Beer,11.00,1.0,false
Los Gatos,6,4/14/24 2:05 PM,Italian Benedict,Brunch,FOOD,Food,15.00,1.0,true
Los Gatos,7,4/14/24 2:06 PM,Smoked Salmon & Mascarpone Frittata,Brunch,FOOD,Food,14.00,1.0,false
Los Gatos,7,4/14/24 2:06 PM,Eggs in Purgatory,Brunch,FOOD,Food,16.00,1.0,false
Los Gatos,7,4/14/24 2:06 PM,GLS Cotiere Pinot Noir,Red,BTG WINE,Wine on Premise,17.00,1.0,false
Los Gatos,8,4/14/24 2:12 PM,GLS Monteci Bardolino Rose 21,Rose,BTG WINE,Wine on Premise,36.00,3.0,false
Los Gatos,1,4/14/24 2:20 PM,Mimosa Vivace,Brunch,BTG WINE,Wine on Premise,28.00,2.0,false
Los Gatos,9,4/14/24 2:22 PM,Pork and Porcini Frittata,Brunch,FOOD,Food,15.00,1.0,false
Los Gatos,9,4/14/24 2:22 PM,GLS Lloyd Chardonnay,White,BTG WINE,Wine on Premise,25.00,1.0,false
Los Gatos,9,4/14/24 2:22 PM,GLS Dashe Zinfandel 2021,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,10,4/14/24 2:30 PM,Sausage & Provolone,,,Food,0.00,1.0,false
Los Gatos,10,4/14/24 2:30 PM,Asparagus & Fontina Frittata,Brunch,FOOD,Food,0.00,1.0,false
Los Gatos,11,4/14/24 2:45 PM,Eggs in Purgatory,Brunch,FOOD,Food,16.00,1.0,false
Los Gatos,11,4/14/24 2:45 PM,Sausage And Provolone,,,Food,13.00,1.0,false
Los Gatos,11,4/14/24 2:45 PM,GALV Organic Lemon Soda,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,11,4/14/24 2:45 PM,Blood Orange,N/A Beverages,BEVERAGES,NA Beverage,6.00,1.0,false
Los Gatos,4,4/14/24 2:52 PM,RET Cotiere Pinot Noir,Red,BTG WINE,Wine on Premise,38.00,1.0,false
Los Gatos,12,4/14/24 3:35 PM,GLS BelleBolle Sparkling Rose,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,12,4/14/24 3:35 PM,GLS Maria Bonito Vinho Verde,White,BTG WINE,Wine on Premise,11.00,1.0,false
Los Gatos,11,4/14/24 3:37 PM,RET Maria Bonito Vinho Verde,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,13,4/14/24 4:09 PM,GLS BelleBolle Sparkling Rose,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,13,4/14/24 4:09 PM,GLS Casa Comerci Rosato,Rose,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,1,4/15/24 12:05 PM,Aqua Panna,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,2,4/15/24 12:07 PM,BTL Dashe Zinfandel 2021,Red,BTG WINE,Wine on Premise,34.00,1.0,false
Los Gatos,1,4/15/24 12:07 PM,BTL Thymiopoulos Xinomavro 20,Red,BTG WINE,Wine on Premise,64.00,1.0,false
Los Gatos,2,4/15/24 12:09 PM,Calabrese Lo Riscaldo,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,2,4/15/24 12:09 PM,Arthur Ave,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,1,4/15/24 12:24 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,1,4/15/24 12:37 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,3,4/15/24 12:45 PM,Caesar,INSALATE,FOOD,Food,32.00,1.0,false
Los Gatos,4,4/15/24 12:52 PM,Sinfonia (Mezzo),PROPOSTA DELLA CASA,FOOD,Food,84.00,2.0,false
Los Gatos,4,4/15/24 12:52 PM,Classic Bruschetta,SFIZI,FOOD,Food,54.00,3.0,false
Los Gatos,4,4/15/24 12:52 PM,DiStefano Burrata,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,1,4/15/24 1:03 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,5,4/15/24 1:08 PM,Salmon,PASTA/ENTREES,FOOD,Food,30.00,1.0,false
Los Gatos,5,4/15/24 1:08 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,5,4/15/24 1:08 PM,BTL Monticello Chardonnay,White,BTG WINE,Wine on Premise,64.00,1.0,false
Los Gatos,4,4/15/24 1:09 PM,DiStefano Burrata,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,6,4/15/24 1:12 PM,GLS Barnier Rose Champagne,Sparkling,BTG WINE,Wine on Premise,48.00,2.0,false
Los Gatos,6,4/15/24 1:12 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,1,4/15/24 1:13 PM,Aqua Panna,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,1,4/15/24 1:13 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,4,4/15/24 1:25 PM,Iced Tea,N/A Beverages,BEVERAGES,NA Beverage,8.00,2.0,false
Los Gatos,7,4/15/24 1:27 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,7,4/15/24 1:27 PM,Marzano Barolo,HEIRLOOM MENU,FOOD,Food,36.00,2.0,false
Los Gatos,7,4/15/24 1:27 PM,Pecorino Sole di Sicilia con zafferano,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,7,4/15/24 1:27 PM,Venison Berkshire Pork,SALUMI,FOOD,Food,8.00,1.0,false
Los Gatos,6,4/15/24 1:27 PM,Spaghetti Marinara,PASTA/ENTREES,FOOD,Food,16.00,1.0,false
Los Gatos,6,4/15/24 1:27 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,1,4/15/24 1:29 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,8.00,2.0,false
Los Gatos,1,4/15/24 1:29 PM,Small French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,8,4/15/24 1:37 PM,DD Tiramisu,DOORDASH,FOOD,Food,15.00,1.0,false
Los Gatos,8,4/15/24 1:37 PM,GF COOKIES,DOORDASH,FOOD,Food,12.00,1.0,false
Los Gatos,8,4/15/24 1:37 PM,DD Arthur Ave Panini,DOORDASH,FOOD,Food,20.00,1.0,false
Los Gatos,8,4/15/24 1:37 PM,DD Meatball Panini,DOORDASH,FOOD,Food,44.00,2.0,false
Los Gatos,9,4/15/24 1:39 PM,GLS Riva Leone Barbera,Red,BTG WINE,Wine on Premise,12.00,1.0,false
Los Gatos,9,4/15/24 1:39 PM,GLS Zorzettig Refosco,Red,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,9,4/15/24 1:39 PM,Tiramisu,DOLCI,FOOD,Food,14.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Arthur Ave,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Salmon,PASTA/ENTREES,FOOD,Food,30.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Salmon,PASTA/ENTREES,FOOD,Food,30.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Salmon,PASTA/ENTREES,FOOD,Food,30.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Salmon,PASTA/ENTREES,FOOD,Food,30.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,"Deschutes, Fresh Squeezed IPA",Beer,BEVERAGES,Bottled Beer,8.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,1/2 Caesar,INSALATE,FOOD,Food,9.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,4,4/15/24 1:41 PM,Arthur Ave,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,5,4/15/24 1:56 PM,BTL Monticello Chardonnay,White,BTG WINE,Wine on Premise,64.00,1.0,false
Los Gatos,6,4/15/24 1:59 PM,GLS Collemattoni Rosso,Red,BTG WINE,Wine on Premise,32.00,2.0,true
Los Gatos,4,4/15/24 2:00 PM,Diet Coke,N/A Beverages,BEVERAGES,NA Beverage,8.00,2.0,false
Los Gatos,6,4/15/24 2:00 PM,GLS Collematoni Brunello 18,Red,BTG WINE,Wine on Premise,70.00,2.0,false
Los Gatos,6,4/15/24 2:02 PM,Small French Press Coffee,N/A Beverages,BEVERAGES,NA Beverage,5.00,1.0,false
Los Gatos,6,4/15/24 2:02 PM,Tiramisu,DOLCI,FOOD,Food,14.00,1.0,false
Los Gatos,6,4/15/24 2:02 PM,Sfogliatelle,DOLCI,FOOD,Food,10.00,1.0,false
Los Gatos,10,4/15/24 2:20 PM,BTL Fornaci Gavi,White,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,11,4/15/24 2:28 PM,1/2 Mista,INSALATE,FOOD,Food,6.00,1.0,false
Los Gatos,11,4/15/24 2:28 PM,Caesar,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,11,4/15/24 2:28 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,11,4/15/24 2:28 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,11,4/15/24 2:28 PM,Caprese Panini,PANINI,FOOD,Food,17.00,1.0,false
Los Gatos,12,4/15/24 2:28 PM,Caesar,INSALATE,FOOD,Food,0.00,1.0,false
Los Gatos,4,4/15/24 2:44 PM,BTL Montpelier Viognier 21,White,BTG WINE,Wine on Premise,48.00,1.0,false
Los Gatos,4,4/15/24 2:44 PM,BTL Collemattoni Rosso,Red,BTG WINE,Wine on Premise,64.00,1.0,false
Los Gatos,4,4/15/24 2:44 PM,BTL Monticello Pinot Noir,Red,BTG WINE,Wine on Premise,80.00,1.0,false
Los Gatos,4,4/15/24 2:44 PM,BTL Monteci Bardolino Rose 21,Rose,BTG WINE,Wine on Premise,46.00,1.0,false
Los Gatos,10,4/15/24 3:05 PM,Tonno with Crostini,SFIZI,FOOD,Food,15.00,1.0,false
Los Gatos,10,4/15/24 3:05 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,10,4/15/24 3:33 PM,Parmegiano Reggiano,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,10,4/15/24 3:33 PM,Piave Vecchio,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,10,4/15/24 3:33 PM,Wildflower Honey,ACCOMPAGNAMENTI,FOOD,Food,5.00,1.0,false
Los Gatos,10,4/15/24 3:33 PM,Balsamic Glaze,ACCOMPAGNAMENTI,FOOD,Food,7.00,1.0,false
Los Gatos,13,4/15/24 3:58 PM,GLS Monticello Chardonnay,White,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,13,4/15/24 3:58 PM,GLS Fornaci Gavi,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,14,4/15/24 4:00 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,14,4/15/24 4:00 PM,Kids Pasta,PASTA/ENTREES,FOOD,Food,13.00,1.0,false
Los Gatos,14,4/15/24 4:00 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,14,4/15/24 4:00 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,14,4/15/24 4:00 PM,Carbonara,PASTA/ENTREES,FOOD,Food,22.00,1.0,false
Los Gatos,14,4/15/24 4:00 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,15,4/15/24 4:39 PM,GLS Kermit Lynch Côtes-du-Rhône 21,Red,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,15,4/15/24 4:39 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,15,4/15/24 4:40 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,16,4/15/24 5:06 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,16,4/15/24 5:06 PM,GLS Crazy Joe Red Blend 19,Red,BTG WINE,Wine on Premise,32.00,2.0,false
Los Gatos,16,4/15/24 5:16 PM,Caesar,INSALATE,FOOD,Food,32.00,1.0,false
Los Gatos,16,4/15/24 5:16 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,17,4/15/24 5:25 PM,GLS Fornaci Gavi,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,17,4/15/24 5:31 PM,Bolzano,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,18,4/15/24 5:34 PM,BTL Cuatro Rayas Tempranillo,Red,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,17,4/15/24 5:36 PM,GLS Zorzettig Ribolla Gialla,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,18,4/15/24 5:38 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,38.00,2.0,false
Los Gatos,18,4/15/24 5:38 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,18,4/15/24 5:38 PM,The Alba,PANINI,FOOD,Food,18.00,1.0,false
Los Gatos,16,4/15/24 5:44 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,17,4/15/24 5:57 PM,GLS Zorzettig Ribolla Gialla,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,17,4/15/24 5:57 PM,GLS LCN Nebbiolo,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,17,4/15/24 5:57 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,17,4/15/24 5:57 PM,Sausage & Peppers,ITALIAN AMERICAN,FOOD,Food,16.00,1.0,false
Los Gatos,19,4/15/24 5:59 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,19,4/15/24 5:59 PM,GLS BelleBolle Sparkling Rose,Sparkling,BTG WINE,Wine on Premise,26.00,2.0,false
Los Gatos,20,4/15/24 6:19 PM,GLS Cuatro Rayas Tempranillo,Red,BTG WINE,Wine on Premise,28.00,2.0,false
Los Gatos,20,4/15/24 6:26 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,false
Los Gatos,20,4/15/24 6:26 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,20,4/15/24 6:26 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,18.00,1.0,false
Los Gatos,20,4/15/24 6:26 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,33.00,1.0,false
Los Gatos,20,4/15/24 6:26 PM,Eggplant Parm,ITALIAN AMERICAN,FOOD,Food,27.00,1.0,false
Los Gatos,21,4/15/24 6:36 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,21,4/15/24 6:36 PM,Sinfonia (Mezzo),PROPOSTA DELLA CASA,FOOD,Food,42.00,1.0,false
Los Gatos,17,4/15/24 6:47 PM,GLS Zorzettig Ribolla Gialla,White,BTG WINE,Wine on Premise,14.00,1.0,false
Los Gatos,17,4/15/24 6:47 PM,GLS L'Arco Rosso Veronese,Red,BTG WINE,Wine on Premise,16.00,1.0,false
Los Gatos,21,4/15/24 6:47 PM,BTL LCN Nebbiolo,Red,BTG WINE,Wine on Premise,65.00,1.0,false
Los Gatos,21,4/15/24 6:47 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,22,4/15/24 6:48 PM,Sparkling Water,N/A Beverages,BEVERAGES,NA Beverage,7.50,1.0,false
Los Gatos,22,4/15/24 6:51 PM,Caesar,INSALATE,FOOD,Food,32.00,1.0,false
Los Gatos,22,4/15/24 6:51 PM,Tonno Insalate,INSALATE,FOOD,Food,18.00,1.0,false
Los Gatos,18,4/15/24 6:54 PM,BTL Cuatro Rayas Tempranillo,Red,BTG WINE,Wine on Premise,26.00,1.0,false
Los Gatos,23,4/15/24 6:57 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,23,4/15/24 7:06 PM,GLS Fornaci Gavi,White,BTG WINE,Wine on Premise,14.00,1.0,true
Los Gatos,24,4/15/24 7:06 PM,GLS Paolo Cali Nero,Red,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,21,4/15/24 7:07 PM,3 Olive Sampler,SFIZI,FOOD,Food,11.00,1.0,false
Los Gatos,21,4/15/24 7:07 PM,Classic Bruschetta,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,21,4/15/24 7:07 PM,Calabrese Shrimp,SFIZI,FOOD,Food,18.00,1.0,false
Los Gatos,20,4/15/24 7:18 PM,Ginger's Carrot Cake Bite,DOLCI,FOOD,Food,4.00,1.0,false
Los Gatos,20,4/15/24 7:18 PM,Cannoli,DOLCI,FOOD,Food,15.00,1.0,false
Los Gatos,21,4/15/24 7:19 PM,Prosciutto Bruschetta,SFIZI,FOOD,Food,20.00,1.0,false
Los Gatos,21,4/15/24 7:19 PM,Caprino Montemayore,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,21,4/15/24 7:19 PM,Quadratto Perfetto,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,21,4/15/24 7:19 PM,Ricotta Salata Caprina,FORMAGGI,FOOD,Food,5.00,1.0,false
Los Gatos,21,4/15/24 7:19 PM,Robiola Bosina,FORMAGGI,FOOD,Food,6.50,1.0,false
Los Gatos,26,4/15/24 7:21 PM,DD TONNO INSALATE,DOORDASH,FOOD,Food,19.00,1.0,false
Los Gatos,27,4/15/24 7:29 PM,Crostini Sampler,CROSTINI,FOOD,Food,32.00,2.0,false
Los Gatos,27,4/15/24 7:29 PM,DiStefano Burrata,SFIZI,FOOD,Food,23.00,1.0,false
Los Gatos,21,4/15/24 7:40 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,21,4/15/24 7:40 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,21,4/15/24 7:40 PM,Salmon,PASTA/ENTREES,FOOD,Food,90.00,3.0,false
Los Gatos,21,4/15/24 7:40 PM,Mista,INSALATE,FOOD,Food,13.00,1.0,false
Los Gatos,28,4/15/24 7:41 PM,Aglio e Olio,PASTA/ENTREES,FOOD,Food,0.00,1.0,false
Los Gatos,27,4/15/24 7:43 PM,Meatballs,ITALIAN AMERICAN,FOOD,Food,19.00,1.0,false
Los Gatos,27,4/15/24 7:43 PM,Cacio e Pepe,PASTA/ENTREES,FOOD,Food,19.00,1.0,false
Los Gatos,27,4/15/24 7:43 PM,Spaghetti Marinara,PASTA/ENTREES,FOOD,Food,16.00,1.0,false
Los Gatos,27,4/15/24 7:43 PM,Mushroom Ravioli,PASTA/ENTREES,FOOD,Food,24.00,1.0,false
Los Gatos,27,4/15/24 7:43 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,29,4/15/24 7:52 PM,Ricchezza (Picollo),PROPOSTA DELLA CASA,FOOD,Food,35.00,1.0,false
Los Gatos,27,4/15/24 7:56 PM,Crostini Sampler,CROSTINI,FOOD,Food,16.00,1.0,true
Los Gatos,30,4/15/24 7:56 PM,GLS Fornaci Gavi,White,BTG WINE,Wine on Premise,28.00,2.0,false
Los Gatos,29,4/15/24 7:57 PM,GLS Paolo Cali Nero,Red,BTG WINE,Wine on Premise,15.00,1.0,false
Los Gatos,29,4/15/24 7:57 PM,GLS Il Colle Orange Prosecco Extra Dry,Sparkling,BTG WINE,Wine on Premise,13.00,1.0,false
Los Gatos,29,4/15/24 7:59 PM,Gorgonzola Salad,INSALATE,FOOD,Food,17.00,1.0,false
Los Gatos,29,4/15/24 7:59 PM,Lasagna Lorenzo,ITALIAN AMERICAN,FOOD,Food,21.00,1.0,false
Los Gatos,21,4/15/24 8:05 PM,BTL Riva Leone Barbera,Red,BTG WINE,Wine on Premise,56.00,1.0,false
